Tweet,Reverse,label
USER I don't know about you but man I am loving this history homework,homework history this loving am I man but you about know don't I USER,0
First day of school is always the best.,best. the always is school of day First,0
USER No food :(,:( food No USER,0
"USER joking.. Marois is dumb, didnt get the ?","? the get didnt dumb, is Marois joking.. USER",0
Gotta go charge my phone..,phone.. my charge go Gotta,0
"USER We Would Have!! me, you, dom, andd what was the name of the glee kid we were going to meet?!","meet?! to going were we kid glee the of name the was what andd dom, you, me, Have!! Would We USER",0
Now the thinking settles in #great ?,? #great in settles thinking the Now,0
Nothing like a little Biochem in the morning,morning the in Biochem little a like Nothing,0
USER will this do? URL,URL do? this will USER,0
"USER I miss seeing your ""pissed off at the world face"" every morning while I eat breakfast","breakfast eat I while morning every face"" world the at off ""pissed your seeing miss I USER",0
"My 5,391st tweet goes out to me having WAY too much time on my hands.","hands. my on time much too WAY having me to out goes tweet 5,391st My",0
USER Ahh thanks :). Don't know why I decided to drink #champ or am still up but tomorrow will be great! See you soon,soon you See great! be will tomorrow but up still am or #champ drink to decided I why know Don't :). thanks Ahh USER,0
Thanks to USER for providing greenbelt essentials. #gin #wellies,#wellies #gin essentials. greenbelt providing for USER to Thanks,0
USER #KeepCalmAndLoveTrain #TrainIsTheMostIncredibleBandEver #WeLoveTrain URL,URL #WeLoveTrain #TrainIsTheMostIncredibleBandEver #KeepCalmAndLoveTrain USER,0
USER mr chambers I can't explain how honoured I am to have you following! I've been away.. so haven't been around.. Wbu??,Wbu?? around.. been haven't so away.. been I've following! you have to am I honoured how explain can't I chambers mr USER,0
Ready to get home to my baby.,baby. my to home get to Ready,0
#WaysToIrritateMe leave my door open a crack when it was clearly fully closed before you got there.,there. got you before closed fully clearly was it when crack a open door my leave #WaysToIrritateMe,0
"THAT WASN'T THERE BEFORE IS THIS A SPLINTER?! what the fuck IS THISS *HISSES* Also, my mom randomly asks my weight #ThanksForTheEgoBost","#ThanksForTheEgoBost weight my asks randomly mom my Also, *HISSES* THISS IS fuck the what SPLINTER?! A THIS IS BEFORE THERE WASN'T THAT",0
This night rocked,rocked night This,0
USER where is she? Is she okay? #imissmagie ??,?? #imissmagie okay? she Is she? is where USER,0
USER HAHAHA that made me laughing out loud thats too funny,funny too thats loud out laughing me made that HAHAHA USER,0
"Mr. Brown was talking about bloods and crips, omg. ?","? omg. crips, and bloods about talking was Brown Mr.",0
No awkward social interactions to make new friends :P THANK the L A W D,D W A L the THANK :P friends new make to interactions social awkward No,0
Don't miss these auction bargains going on right this minute- URL ->RT & Share!,Share! & ->RT URL minute- this right on going bargains auction these miss Don't,0
Dinner date at the Melting Pot with USER ?? #perfect URL,URL #perfect ?? USER with Pot Melting the at date Dinner,0
Anambra Governor Said to Secretly Own Shares in N15 billion SABMiller Brewery - URL #Nigeria,#Nigeria URL - Brewery SABMiller billion N15 in Shares Own Secretly to Said Governor Anambra,0
USER I know I will!,will! I know I USER,0
;great day.,day. ;great,0
Temperature's back to normal. This is where the dizzines starts. Feels like I took drugs; my whole world is spinning in slow-mo.,slow-mo. in spinning is world whole my drugs; took I like Feels starts. dizzines the where is This normal. to back Temperature's,0
So fucking hungry. Lunch time!,time! Lunch hungry. fucking So,0
"okay, I understand people wanting to evacuate for this little tropical storm, but all the gas stations in wiggins are out of unleaded gas.","gas. unleaded of out are wiggins in stations gas the all but storm, tropical little this for evacuate to wanting people understand I okay,",0
Swear I never hear about anyone going to Arbys,Arbys to going anyone about hear never I Swear,0
"My charger works on my roomates phone, the iPad, and NOT my phone. That makes a lot of sense. #iPhoneprobs","#iPhoneprobs sense. of lot a makes That phone. my NOT and iPad, the phone, roomates my on works charger My",0
Tea Tonight URL,URL Tonight Tea,0
USER Please please tell us your fighting before the year is over??,over?? is year the before fighting your us tell please Please USER,0
Take me shoppin in France and he pay in advance,advance in pay he and France in shoppin me Take,0
Annoyed as fuck,fuck as Annoyed,0
USER I miss you too dawgy,dawgy too you miss I USER,0
"USER yes, I am. Time to finish what I started.. Btw, you have to meet my lady, she get funnier by the day.","day. the by funnier get she lady, my meet to have you Btw, started.. I what finish to Time am. I yes, USER",0
It's okay I didn't want to talk to you or anything..,anything.. or you to talk to want didn't I okay It's,0
"wait my 3 hour class was 20 minutes long.. first #SyllabusWekPerk I've experienced, ever.","ever. experienced, I've #SyllabusWekPerk first long.. minutes 20 was class hour 3 my wait",0
USER Arsenal = Selling Club. We officialy cant hide from that. Rt the reason to remain positive.,positive. remain to reason the Rt that. from hide cant officialy We Club. Selling = Arsenal USER,0
Out of work at 5! Yess!,Yess! 5! at work of Out,0
Twit tadi rada absurd yak -__-,-__- yak absurd rada tadi Twit,0
Nw: Thirteen Ghosts,Ghosts Thirteen Nw:,0
"#STROMBOLI #STROMBOLI #STROMBOLI My favorite place to eat in the world, right here in the little town of Starkville. ?","? Starkville. of town little the in here right world, the in eat to place favorite My #STROMBOLI #STROMBOLI #STROMBOLI",0
Sleeping in until 2:30 in the afternoon >> ? #goodmorning,#goodmorning ? >> afternoon the in 2:30 until in Sleeping,0
#AustriaHungarySloveniaWant1D #voteonedirection Már 2.:D,2.:D Már #voteonedirection #AustriaHungarySloveniaWant1D,0
USER I take it that you're a pretty active twitterer there Mr. Perkins?,Perkins? Mr. there twitterer active pretty a you're that it take I USER,0
USER by far the best financial tool I have ever used. Please please come out with an application that is more like your regular program,program regular your like more is that application an with out come please Please used. ever have I tool financial best the far by USER,0
USER well too bad it did! Mhmhmhhm.,Mhmhmhhm. did! it bad too well USER,0
USER USER thats what they all say,say all they what thats USER USER,0
I've seen enough #tbt to last me a year!! #thanks,#thanks year!! a me last to #tbt enough seen I've,0
"!! ""USER Practice being cancelled would be a gift from god""","god"" from gift a be would cancelled being Practice ""USER !!",0
Geech unlocked his and am not know USER Was going hack his twitter,twitter his hack going Was USER know not am and his unlocked Geech,0
Trying to find that one song to fall asleep to on pandora :) time for bed have to wake up in a few hours for work. Then Toby Keith sunday!!,sunday!! Keith Toby Then work. for hours few a in up wake to have bed for time :) pandora on to asleep fall to song one that find to Trying,0
"My week on twitter: 1 new listings, 7 new followers, 1 mentions. Via: URL","URL Via: mentions. 1 followers, new 7 listings, new 1 twitter: on week My",0
"It's crazy how few people use Facebook, people used to have hundreds say happy birthday to them now I usually just see 20 at the most..","most.. the at 20 see just usually I now them to birthday happy say hundreds have to used people Facebook, use people few how crazy It's",0
Babylon by bus,bus by Babylon,0
Walmart I do fuckin love you!!,you!! love fuckin do I Walmart,0
"USER Serious, sarcastic, or Bendtner-esque? Which is a combination of seriousness, feeling lucky, and sheer cockyness.","cockyness. sheer and lucky, feeling seriousness, of combination a is Which Bendtner-esque? or sarcastic, Serious, USER",0
I am fortunate to be able to speak the people's language. We help bring an understanding to things they already know.,know. already they things to understanding an bring help We language. people's the speak to able be to fortunate am I,0
Was a Cinderella Story on tonight? Everyone seems to be distracted by a drought..? #ifyoucouldnttel,#ifyoucouldnttel drought..? a by distracted be to seems Everyone tonight? on Story Cinderella a Was,0
"Starting my #cleanse today! No dairy, meat, sugar, sweets, and coffe! Living off of veggies, fish, and green juices for a whole week.","week. whole a for juices green and fish, veggies, of off Living coffe! and sweets, sugar, meat, dairy, No today! #cleanse my Starting",0
Going to sleep. Byebye sweeties! <3,<3 sweeties! Byebye sleep. to Going,0
"Man, the #SEC must be crazy deep if Vandy is playing South Carolina this close. #eyeroll","#eyeroll close. this Carolina South playing is Vandy if deep crazy be must #SEC the Man,",0
"Photo of the day - cool, creamy mango sorbet from USER URL","URL USER from sorbet mango creamy cool, - day the of Photo",0
Props to the gamecocks for beating the big dominating team Vanderbilt by a whole for points! .,. points! for whole a by Vanderbilt team dominating big the beating for gamecocks the to Props,0
this is going to be a fun semester..,semester.. fun a be to going is this,0
USER ahahahhahahaha i am dying right now,now right dying am i ahahahhahahaha USER,0
Cant wait to get back to nice hot sunny England,England sunny hot nice to back get to wait Cant,0
?? so excited!!,excited!! so ??,0
lol they always laughing at her . shitty hands ass Sept7&8 . 2DayHouseParty,2DayHouseParty . Sept7&8 ass hands shitty . her at laughing always they lol,0
all moved in!! let the drinking begin!!,begin!! drinking the let in!! moved all,0
USER I am waiting for you..I want to do my home work,work home my do to want you..I for waiting am I USER,0
USER pfft heskey and Carrol what a strike force! by the way loved seeing you the other day on the P and R!,R! and P the on day other the you seeing loved way the by force! strike a what Carrol and heskey pfft USER,0
That never happens to me lol,lol me to happens never That,0
"CULT RELATIONSHIPS Fast days & Fast love? Better be sure! Click button, scroll to listen, and share. Sponsored by.. URL","URL by.. Sponsored share. and listen, to scroll button, Click sure! be Better love? Fast & days Fast RELATIONSHIPS CULT",0
USER MEOW,MEOW USER,0
So excited for work todayy,todayy work for excited So,0
Do you remember last September's power outage in #SanDiego? Would you be ready for another? URL,URL another? for ready be you Would #SanDiego? in outage power September's last remember you Do,0
"#BestMovieQuotes ""You didn't think it was going to be that easy, did you?""","you?"" did easy, that be to going was it think didn't ""You #BestMovieQuotes",0
I have the besst sister ever..,ever.. sister besst the have I,0
Wow looks like this whole week is just dandy.,dandy. just is week whole this like looks Wow,0
USER don't act la. Ball almost everyday still dare tell me didn't ball whole year.,year. whole ball didn't me tell dare still everyday almost Ball la. act don't USER,0
Yes Christian radio on the bus!,bus! the on radio Christian Yes,0
USER oh yeah I was contemplating if you were,were you if contemplating was I yeah oh USER,0
"USER well I never knew that. We do not converse enough, I feel! How long you there for? X","X for? there you long How feel! I enough, converse not do We that. knew never I well USER",0
too many derps taken of me today. fuci amim beautiful .,. beautiful amim fuci today. me of taken derps many too,0
These holidays have got so much better since the start.. -_-,-_- start.. the since better much so got have holidays These,0
ohh how i love being forgotten,forgotten being love i how ohh,1
i just love feeling disrespected,disrespected feeling love just i,1
totally love being ignored,ignored being love totally,1
boy do i love being ignored,ignored being love i do boy,1
omg i swear i love being ignored,ignored being love i swear i omg,1
i fucking love being ignored,ignored being love fucking i,1
yes backs even worse fucking great love being injured,injured being love great fucking worse even backs yes,1
gosh i love being subtweeted,subtweeted being love i gosh,1
ohh how much i love being ignored,ignored being love i much how ohh,1
oh how i love being ignored,ignored being love i how oh,1
oooh gosh i just love being ignored,ignored being love just i gosh oooh,1
i just love getting ignored,ignored getting love just i,1
have i mentioned how much i love being ignored,ignored being love i much how mentioned i have,1
um don't you just love being ignored,ignored being love just you don't um,1
oh i do love being ignored,ignored being love do i oh,1
man i just love being ignored,ignored being love just i man,1
the only reason i reply to you isn't because i wanna talk it's because i have a weird fetish where i love getting ignored,ignored getting love i where fetish weird a have i because it's talk wanna i because isn't you to reply i reason only the,1
dang i just love being ignored,ignored being love just i dang,1
et should be rt in that last retweet gotta love spell check,check spell love gotta retweet last that in rt be should et,1
don't u just love being used,used being love just u don't,1
fucking love being ignored,ignored being love fucking,1
wow thanks i love being ignored,ignored being love i thanks wow,1
i really love being ignored,ignored being love really i,1
oh fuck i just love being ignored,ignored being love just i fuck oh,1
ohh how i love getting ignored,ignored getting love i how ohh,1
its not like i was waiting for your text or anything no big deal i love being ignored,ignored being love i deal big no anything or text your for waiting was i like not its,1
i can't begin to describe how much i love being ignored,ignored being love i much how describe to begin can't i,1
absolutely love being ignored,ignored being love absolutely,1
ahhhh i love being ignored,ignored being love i ahhhh,1
#waystomakememad ignore me i love being ignored,ignored being love i me ignore #waystomakememad,1
no call no text that's fine i love being ignored,ignored being love i fine that's text no call no,1
i absolutely love being ignored,ignored being love absolutely i,1
i just love getting ditched,ditched getting love just i,1
man how i love being ignored,ignored being love i how man,1
i totally love being ignored,ignored being love totally i,1
i fucking love getting ditched,ditched getting love fucking i,1
how much do i love being ignored,ignored being love i do much how,1
i absolutely love being included,included being love absolutely i,1
oh how i love being lectured,lectured being love i how oh,1
i seriously love being ignored,ignored being love seriously i,1
have i ever mentioned i love being ignored,ignored being love i mentioned ever i have,1
or don't text me back that's cool too yk i love being ignored,ignored being love i yk too cool that's back me text don't or,1
never realized how much i love working doubles,doubles working love i much how realized never,1
yayy how much i love beingggg forgotten,forgotten beingggg love i much how yayy,1
because i just love being ignored,ignored being love just i because,1
ohyes i love being ignored,ignored being love i ohyes,1
oh no don't worry i love being ignored,ignored being love i worry don't no oh,1
hey guys i love being ignored,ignored being love i guys hey,1
absolutely love being lied,lied being love absolutely,1
i absolutely love getting lost,lost getting love absolutely i,1
don't you just love being replaced,replaced being love just you don't,1
i love getting ignored #xboxstrikesagain,#xboxstrikesagain ignored getting love i,1
i love being ignored #truefact,#truefact ignored being love i,1
gotta love being ditched #pissedoff,#pissedoff ditched being love gotta,1
i just love being ignored #pissyassmood,#pissyassmood ignored being love just i,1
i just love being ignored #notreally,#notreally ignored being love just i,1
i love feeling humiliated #myfavorite,#myfavorite humiliated feeling love i,1
thanks for answering i just love being ignored #not,#not ignored being love just i answering for thanks,1
i just love being ignored #tiredofthis,#tiredofthis ignored being love just i,1
i just love being ignored #myfavorite,#myfavorite ignored being love just i,1
its not like i was waiting for your text or anything no big deal i love being ignored #igiveup,#igiveup ignored being love i deal big no anything or text your for waiting was i like not its,1
i love being ignored #screwyou,#screwyou ignored being love i,1
please totally exclude me from your plans cause i totally love feeling excluded #reallynow,#reallynow excluded feeling love totally i cause plans your from me exclude totally please,1
i just love being ignored #not,#not ignored being love just i,1
just love being ignored #petpeeve,#petpeeve ignored being love just,1
i love being ignored #thanks,#thanks ignored being love i,1
i love getting replaced #ihateit,#ihateit replaced getting love i,1
i love being ignored #pissesmeoff,#pissesmeoff ignored being love i,1
i just love feeling ignored #ohwell,#ohwell ignored feeling love just i,1
i love getting soaked #nothappy,#nothappy soaked getting love i,1
flippin love being ignored #gratesmytits,#gratesmytits ignored being love flippin,1
i just love feeling disrespected #done,#done disrespected feeling love just i,1
i love being ignored #notreally,#notreally ignored being love i,1
i love being ignored #hateit,#hateit ignored being love i,1
a simple no would have sufficed but you know how much i love being ignored #favoritethingever,#favoritethingever ignored being love i much how know you but sufficed have would no simple a,1
i absolutely love being ignored #thanks,#thanks ignored being love absolutely i,1
oooh gosh i just love being ignored #annoyed,#annoyed ignored being love just i gosh oooh,1
i love getting ditched #not,#not ditched getting love i,1
i just love being ignored #ummno,#ummno ignored being love just i,1
i love getting ignored #imdone,#imdone ignored getting love i,1
i just love being corrected #hellnoidont,#hellnoidont corrected being love just i,1
i just love being ignored #bestfeelingever,#bestfeelingever ignored being love just i,1
i absolutely love being ignored #not,#not ignored being love absolutely i,1
i just love being #subtweeted #muchlove,#muchlove #subtweeted being love just i,1
i just love being ignored #bestfeeling,#bestfeeling ignored being love just i,1
i love being ignored #fuckyou,#fuckyou ignored being love i,1
i just love being hit in the face,face the in hit being love just i,1
man i love getting kicked in the gut,gut the in kicked getting love i man,1
i just love being locked in my house,house my in locked being love just i,1
i just love being grounded during the holidays,holidays the during grounded being love just i,1
i just love being locked outside my house,house my outside locked being love just i,1
i just love getting slapped in the face,face the in slapped getting love just i,1
yh mum i love being woken in the morning,morning the in woken being love i mum yh,1
i love getting punched in the eye,eye the in punched getting love i,1
i love being stranded at my house,house my at stranded being love i,1
i love getting stuck behind a bus,bus a behind stuck getting love i,1
aweeee i love being treated like a child,child a like treated being love i aweeee,1
i love being insulted for no reason,reason no for insulted being love i,1
i just love getting stabbed in the back,back the in stabbed getting love just i,1
i love being stuck behind a bus,bus a behind stuck being love i,1
wow thanks i love being stabbed in the back,back the in stabbed being love i thanks wow,1
i really do love being taken for a mug,mug a for taken being love do really i,1
don't you just love getting ditched for friends,friends for ditched getting love just you don't,1
i just love being treated like shit,shit like treated being love just i,1
i love being surrounded by hypocrites,hypocrites by surrounded being love i,1
i love getting invited to things,things to invited getting love i,1
i just love being deaded by everyone,everyone by deaded being love just i,1
i love being surrounded by couples,couples by surrounded being love i,1
i love being stuck in blizzards,blizzards in stuck being love i,1
i absolutely love being treated like shit,shit like treated being love absolutely i,1
i love being blinded by hail,hail by blinded being love i,1
unlike most people i love being treated like crap,crap like treated being love i people most unlike,1
i just love being ignored by people,people by ignored being love just i,1
i love getting invited to everything,everything to invited getting love i,1
i just love getting called into work,work into called getting love just i,1
absolutely love getting screwed over,over screwed getting love absolutely,1
i just love being stood up,up stood being love just i,1
i absolutely love getting blown off,off blown getting love absolutely i,1
just love being fucked around,around fucked being love just,1
i just love getting blown off,off blown getting love just i,1
i just love being left out,out left being love just i,1
absolutely love being left out,out left being love absolutely,1
actually love being left out,out left being love actually,1
oh i just love being left out,out left being love just i oh,1
i love getting screwed over,over screwed getting love i,1
i just love feeling left out,out left feeling love just i,1
i just love being screwed over,over screwed being love just i,1
oh how i love being locked out,out locked being love i how oh,1
i love being ignored all night,night all ignored being love i,1
i love being called a slut,slut a called being love i,1
seriously love being treated this way,way this treated being love seriously,1
i just love being greeted that way,way that greeted being love just i,1
i love being called an idiot,idiot an called being love i,1
i just love being called a bitch,bitch a called being love just i,1
oh i just love being called a bitch,bitch a called being love just i oh,1
oh how i love getting screwed over,over screwed getting love i how oh,1
no its ok i actually love being yelled at,at yelled being love actually i ok its no,1
no it's ok mama i love being yelled at,at yelled being love i mama ok it's no,1
oh how i love being lied to,to lied being love i how oh,1
you gotta love being canceled on,on canceled being love gotta you,1
i just love being cussed at,at cussed being love just i,1
gosh i love being condescended to,to condescended being love i gosh,1
ohhh i love working crawling out of my car,car my of out crawling working love i ohhh,1
i always love being blocked out of a conversation,conversation a of out blocked being love always i,1
i just love being talked about by my teammates,teammates my by about talked being love just i,1
yayy i love getting yelled at for no reason,reason no for at yelled getting love i yayy,1
i love getting locked out of my house,house my of out locked getting love i,1
i love being locked out of my house,house my of out locked being love i,1
ohh how i love being ignored #myfavorite #total,#total #myfavorite ignored being love i how ohh,1
i love being ignored #forreal #onlynotreally,#onlynotreally #forreal ignored being love i,1
i just love feeling ignored #ohwell #yayforfriday,#yayforfriday #ohwell ignored feeling love just i,1
i love being ignored #awesome #upset,#upset #awesome ignored being love i,1
god damnit i want to do something now i'm fully dressed {number} {number} and starving love getting ditched #lovesit #whowantstohang,#whowantstohang #lovesit ditched getting love starving and {number} {number} dressed fully i'm now something do to want i damnit god,1
i love being ignored #not #fuckyou,#fuckyou #not ignored being love i,1
i just love being ignored by you,you by ignored being love just i,1
i love being treated like this,this like treated being love i,1
i love being ignored by you,you by ignored being love i,1
sometimes i just love being ignored by you,you by ignored being love just i sometimes,1
ahaaa i love being ignored by you,you by ignored being love i ahaaa,1
i honestly just love being ignored :d,:d ignored being love just honestly i,1
i just love being ignored :),:) ignored being love just i,1
i just love being ignored :(,:( ignored being love just i,1
hey everyone i'm nancy & i love getting ignored :d,:d ignored getting love i & nancy i'm everyone hey,1
holy crap ya'll i love being ignored :d,:d ignored being love i ya'll crap holy,1
lol i love being ignored it's great,great it's ignored being love i lol,1
i love being told i'm pathetic,pathetic i'm told being love i,1
i love being ignored it's great,great it's ignored being love i,1
i just love being lied to #not,#not to lied being love just i,1
gotta love getting lied to #thebest,#thebest to lied getting love gotta,1
oh how i love getting screwed over #lefthighanddry,#lefthighanddry over screwed getting love i how oh,1
i fucking love getting yelled at #winning,#winning at yelled getting love fucking i,1
i love being ignored it's my favorite,favorite my it's ignored being love i,1
wow i love feeling used its the best,best the its used feeling love i wow,1
i just love being ignored it's the best,best the it's ignored being love just i,1
i love being used its my favorite,favorite my its used being love i,1
off to my first class of the semester i love love love finite math,math finite love love love i semester the of class first my to off,1
i love love love awkward moments,moments awkward love love love i,1
love love loooove slow replies,replies slow loooove love love,1
you know what i love doing rehashing old arguments,arguments old rehashing doing love i what know you,1
i just love feeling left out #thanksyall,#thanksyall out left feeling love just i,1
i love being woken up #nomoresleepingtonight,#nomoresleepingtonight up woken being love i,1
ohhh how i love being cussed out #youresosweet,#youresosweet out cussed being love i how ohhh,1
i love being ignored for no reason #awesome,#awesome reason no for ignored being love i,1
i really love being ignored for another girl #reallyhateit,#reallyhateit girl another for ignored being love really i,1
i just love being caught in a dilemma #not,#not dilemma a in caught being love just i,1
i love getting invited to your parties #nevergotone,#nevergotone parties your to invited getting love i,1
i just love getting slammed into every locker thanks,thanks locker every into slammed getting love just i,1
i just love being stuck at my moms office,office moms my at stuck being love just i,1
i just love being harassed by my cousins boyfriend,boyfriend cousins my by harassed being love just i,1
thank you dad i love being called fat,fat called being love i dad you thank,1
i love being called incompetent,incompetent called being love i,1
i love feeling involved important,important involved feeling love i,1
wow i love being ignored sweet,sweet ignored being love i wow,1
oh i just love getting fucked with #fuckyes #whodoesnt,#whodoesnt #fuckyes with fucked getting love just i oh,1
boy do i love being lied to #bestfeelingever #seriously,#seriously #bestfeelingever to lied being love i do boy,1
boy do i love being lied to #bestfeelingever #sameoldshit,#sameoldshit #bestfeelingever to lied being love i do boy,1
i love getting yelled at by my chinese mother,mother chinese my by at yelled getting love i,1
i love being locked out of my own house,house own my of out locked being love i,1
i love being lied to on a daily basis,basis daily a on to lied being love i,1
i totally love being taken advantage of,of advantage taken being love totally i,1
oh i love being taken advantage of,of advantage taken being love i oh,1
i love being taken advantage of,of advantage taken being love i,1
i just love being bitched at about work #ihateit,#ihateit work about at bitched being love just i,1
i really love being pulled over by cops #whyisitalwaysme,#whyisitalwaysme cops by over pulled being love really i,1
i love bring creeped on at work #leavemealone,#leavemealone work at on creeped bring love i,1
i love being ignored best feeling ever #naaaht,#naaaht ever feeling best ignored being love i,1
�@ pretttyinink i love being ignored best feeling ever #naaaht,#naaaht ever feeling best ignored being love i pretttyinink �@,1
really love being ditched best feeling ever #fuckoff,#fuckoff ever feeling best ditched being love really,1
i love getting smacked with licorice #shitnoonesays,#shitnoonesays licorice with smacked getting love i,1
i love getting stung by bees #yay,#yay bees by stung getting love i,1
i really do love being accused of stuff #getalife,#getalife stuff of accused being love do really i,1
i love being woke up by my neighbors,neighbors my by up woke being love i,1
i love being locked out in the rain,rain the in out locked being love i,1
i love getting chewed out by my dad,dad my by out chewed getting love i,1
i absolutely love being ignored #can'tstandit,#can'tstandit ignored being love absolutely i,1
one thing i love is being ignored,ignored being is love i thing one,1
i love being replaced feels,feels replaced being love i,1
i love being ignored best feeling ever,ever feeling best ignored being love i,1
i like absolutely love getting ignored best feeling ever,ever feeling best ignored getting love absolutely like i,1
i just love being marred to the biggest asshole on earth,earth on asshole biggest the to marred being love just i,1
really love working doubles all week #exhausted #isitfriday,#isitfriday #exhausted week all doubles working love really,1
i really love working doubles all week #exhausted #ugh,#ugh #exhausted week all doubles working love really i,1
i love being ignored bc u know its always fun,fun always its know u bc ignored being love i,1
i love being lied to you know it's fucking cool,cool fucking it's know you to lied being love i,1
lol i love being ignored you asshole,asshole you ignored being love i lol,1
i love pmsing fuck you uterus,uterus you fuck pmsing love i,1
absolutely love being left to hang,hang to left being love absolutely,1
i really love being lied to #annoyed,#annoyed to lied being love really i,1
i love being swung round from my jacket by a stallion,stallion a by jacket my from round swung being love i,1
i love cleaning spilt yogurt off the floor of my car,car my of floor the off yogurt spilt cleaning love i,1
i love being referred to as cancer #thanks,#thanks cancer as to referred being love i,1
man i just love being left out of work stuff,stuff work of out left being love just i man,1
i just absolutely love being ignored #bestfeelingever #hateit #annoying,#annoying #hateit #bestfeelingever ignored being love absolutely just i,1
i fucking love being ignored #pissedoff #fuckit #smokinanotherone,#smokinanotherone #fuckit #pissedoff ignored being love fucking i,1
i just love being lied too :),:) too lied being love just i,1
i just love being ignored so much,much so ignored being love just i,1
i just love getting mocked so much,much so mocked getting love just i,1
i love being greeted by my favorite words #gamechanger,#gamechanger words favorite my by greeted being love i,1
no no it's okay i actually love being ditched for your unworthy boyfriend #loveyougirl,#loveyougirl boyfriend unworthy your for ditched being love actually i okay it's no no,1
oh how i love traveling #delayed {number},{number} #delayed traveling love i how oh,1
i love being ingorned by my best friend,friend best my by ingorned being love i,1
i love being ignored the whole time,time whole the ignored being love i,1
yup ima be an asshole from now on to girls they apparently love being treated like complete shit,shit complete like treated being love apparently they girls to on now from asshole an be ima yup,1
i just love gettin stung by yellow jackets,jackets yellow by stung gettin love just i,1
i love being treated like shit #not #thanksalot,#thanksalot #not shit like treated being love i,1
weeeeooooooooo i love getting accused of shit #daymade #sohappy,#sohappy #daymade shit of accused getting love i weeeeooooooooo,1
i love having broken sleep,sleep broken having love i,1
just love getting used everyday,everyday used getting love just,1
i just love being lied too,too lied being love just i,1
maaaaaan i love being invited everywhere,everywhere invited being love i maaaaaan,1
i love being talked to like a dog,dog a like to talked being love i,1
i love being talked to like a first grader #respect,#respect grader first a like to talked being love i,1
mixed emotions thanks so much for all that crap love getting played with so much fun #not #ok #your #awesome #not,#not #awesome #your #ok #not fun much so with played getting love crap that all for much so thanks emotions mixed,1
getting another mri done thank god i love being crammed into small spaces #atitsfinest,#atitsfinest spaces small into crammed being love i god thank done mri another getting,1
love love love when my roommate stinks up the room with her weave hair products,products hair weave her with room the up stinks roommate my when love love love,1
i love getting written up and sent home,home sent and up written getting love i,1
how i just love getting hung up on and k'd and hated by my girlfriend #bestfeelingever,#bestfeelingever girlfriend my by hated and k'd and on up hung getting love just i how,1
i love getting made fun of it makes me feel awesome you guys are dicks,dicks are guys you awesome feel me makes it of fun made getting love i,1
wowza just love being ignored by my mom on family day,day family on mom my by ignored being love just wowza,1
i love being told what to do &amp forced to go places,places go to forced &amp do to what told being love i,1
i love being ignored :) it makes me feel so special :),:) special so feel me makes it :) ignored being love i,1
pfft i so love being ignored when i tweet people not,not people tweet i when ignored being love so i pfft,1
i love getting stalked by random people in dunhams,dunhams in people random by stalked getting love i,1
i love being woken up every morning at {number} by the sound of jackhammers,jackhammers of sound the by {number} at morning every up woken being love i,1
why yes i love being forced to waste time when i could be working,working be could i when time waste to forced being love i yes why,1
i love being ignored my god its the best thing ever :) ;p,;p :) ever thing best the its god my ignored being love i,1
i love being taking the brunt of all my sister's moodiness and anger #yay,#yay anger and moodiness sister's my all of brunt the taking being love i,1
i love getting bitched at for not always knowing every detail about something at a moments notice,notice moments a at something about detail every knowing always not for at bitched getting love i,1
i love being accused for stuff i didn't do,do didn't i stuff for accused being love i,1
i love getting kicked in the ear #earsarentsupposedtobekicked #swollen #thanks,#thanks #swollen #earsarentsupposedtobekicked ear the in kicked getting love i,1
i love getting ignored by someone i care about,about care i someone by ignored getting love i,1
i just love getting hit in the face with a car door #horribleluck #headache,#headache #horribleluck door car a with face the in hit getting love just i,1
woah tooday was terrible gotta love being forced to do something ya hate,hate ya something do to forced being love gotta terrible was tooday woah,1
i just love being followed by cops all the way to my house fuck no i don't,don't i no fuck house my to way the all cops by followed being love just i,1
i love being approached by tall strange men when i'm at the met especially when they're middle aged and won't leave me alone,alone me leave won't and aged middle they're when especially met the at i'm when men strange tall by approached being love i,1
i love being left alone & talking to myself,myself to talking & alone left being love i,1
love love love getting ready for work at this time on a sunday,sunday a on time this at work for ready getting love love love,1
i just love getting told how horrible i am #thanks #loved,#loved #thanks am i horrible how told getting love just i,1
i love being told what to do by someone who doesn't know what i have to do i'm the best and your a joke #fuckoff,#fuckoff joke a your and best the i'm do to have i what know doesn't who someone by do to what told being love i,1
i love being ignored by my cousin just because she has a boyfriend,boyfriend a has she because just cousin my by ignored being love i,1
just love being ignored it's my absolute favorite :),:) favorite absolute my it's ignored being love just,1
i love being ignored it's my favorite past time,time past favorite my it's ignored being love i,1
i just love being ignored but i mean who doesn't #bestever #tofun #jk,#jk #tofun #bestever doesn't who mean i but ignored being love just i,1
love love love when work don't pay me my full wages,wages full my me pay don't work when love love love,1
i love being bombarded while im clearly not clocked in,in clocked not clearly im while bombarded being love i,1
i love being ditched it's my fave #irritated #nothingtodonow,#nothingtodonow #irritated fave my it's ditched being love i,1
i just love being dragged into stuff that don't involve me :d,:d me involve don't that stuff into dragged being love just i,1
shit if love can happen in two days that asshole i dated for two and a half years must of been my fucking soulmate #jk,#jk soulmate fucking my been of must years half a and two for dated i asshole that days two in happen can love if shit,1
